,고객리뷰,예측답글,유창성,연관성
85,"배달은 빠르게 잘 왔는데 주문한 도넛한개가 빠졌네요 하나만 다시 배달해달라기도 뭐하고..., 난감하네요",감사합니다. 배달이 밀려서 조금 늦었네요~ 앞으로는 더 신경쓰겠습니다. ^^,1,0
86,후기좋은곳은 이유가있네요 특히 에그타르트!!! 너무 맛있습니다 ㅎㅎ,#@상호명# 을 찾아주시고 소중한 리뷰와 별점까지 남겨주셔서 너무너무 감사합니다🤗   저희 #@상호명# 을 찾아주셔서 감사합니다 :) 타르트와 에그타르트 맛있게 드셔주셔서 감사합니다!!! 저희 #@상호명# 에서는 신선한 재료로 달콤한 디저트를 제공하고 있는데 입맛에 맞으셨나 보네요! ᄒᄒ 다른 메뉴들도 즐겨보시길 바랄게요 :D,1,1
87,시키지마자 사라져있는데 뭐죠 사진찍을새도 없었습니다 입한쪽에 빨대물고 다른쪽으로 빵 쑤셔넣었습니다 짐승이 된 기분이에요 최고,주소가 한번에 바뀌었나봐요 주문시 기재한것 추가하여 수정할께요ㅠㅠ 정말 죄송합니다ᅲ,1,0
88,맛있어요!! 나중에 다시 주문하고 싶어요~!!!,#@고객이름# 님 리뷰와 별점 남겨주셔서 감사합니다! 저희 #@상호명# #@상호명# 은 고객님의 만족을 위해 항상 노력하고 있습니다. 앞으로도 맛있는 빵과 음료 생각나실때 또 찾아주세요! 주문해주셔서 감사합니다!,1,1
89,"행사때 종종 이용합니다. 딸기요거티도 맛있고 꽈배기, 크라상도 맛나요.~",안녕하세요 #@상호명# #@상호명# 입니다. 주문해주셔서 감사합니다!!! 꽈배기는 한번 먹어보고 깜짝놀랐는데요ᄒᄒ 꽈배기 크라상은 단골분이신듯합니다ᄒᄒ 좋은하루 되시길 바랄게요:),0,1
90,포장도 잘되어있구 배송도빨라서 좋아요!,#@고객이름#! 고객님 저희 #@상호명# 을 이용해주셔서 감사합니다. 항상 만족하실 수 있도록 하겠습니다. 또 이용해주세요~!!!,1,1
91,배고파서 가볍게(?) 먹을 수 있는 걸 찾다가 샐러드가 괜찮을것 같아서 주문했어요!! 오!! 생각보다 포만감도 있고 맛도 있어요!! 잘 먹었습니다아😄,소중한 리뷰 감사합니다:) 샐러드가 포만감도 있고 맛도 있는데 드셔보신 고객님도 계시고 매장에서 매일 주문해주시는 고객님도 계세요^^ 맛과 양 배달 모두 잘하는 #@상호명# 되겠습니다! 다음에 또 이용해주시고 오늘도 행복하세요:),1,1
92,종종시켜먹는데 역시나! 너무맛있게 잘마셨어요. 내일도 회사가져가서 먹으려고 두개 쟁여뒀어여ㅎㅎ 너무너무맛있어요.잘먹었습니당!!,#@고객이름# ~우리와 함께 일한 우리 아빠까지 넘넘 감사해요~♡♡♡♡~~~♡♡,1,0
93,아이들이 순수우유빵을 잘먹네요 재구매해야겠어요 리뷰이벤트로 에그타르트받았어요^^ 고맙습니다,소중한 리뷰 감사합니다!! 맛있게 드셔주셔서 정말 감사합니다! #@기관# 에서 확인해봐야겠어요!! 너무 감사드려요 ᄒᄒᄒ 다음에도 이용 부탁드릴게요!,1,1
94,항상 맛있게 잘 먹고 있습니다~ 늦은 시간에도 감사해요!,안녕하세요 고객님 ♡ #@상호명# 직영점으로 운영중인 #@상호명# 입니다. 항상 저희 #@상호명# 을 이용해주셔서 감사합니다! 더 좋은 제품으로 보답드리겠습니다!! 많은이용 부탁드리며 행복한 하루 보내세요♡,1,1
95,두말할게 있나요? 안가본 사람있으면 손들어 보세요ㅎ,안녕하세요!! #@상호명# #@위치# 을 이용해주셔서 감사합니다!! 헉 항상 저희 점포를 찾아주셔서 감사합니다ㅠㅠ 더욱더 노력해서 실망시키지 않는 #@상호명# #@상호명# 가 되겠습니다!!!! ( ́▽`),1,1
96,열심히 산 보상으로 홈즈시켰어요😆 늦게까지 영업해주셔서 감사합니다,안녕하세요^^ 저희#@상호명# 을 이용해주셔서 정말 감사드립니다!! 다음번에도 신선하고 맛있는 음료로 보답하겠습니다^^ 다시한번 감사드립니다^^,1,1
97,저번에도 시켜먹었는데 맛있어서 또 시켰어요!!,소중한 리뷰 감사드립니다!! 저희 #@상호명# 와 함께 주신 것만으로도 너무 감사드립니다!! 항상 고객님께서 만족하실 수 있도록 노력하고 발전하는 #@상호명# 되겠습니다!!!! 자주 이용 부탁드릴게요~!,1,1
98,"배달 빠르고 , 도넛도 하나도 안녹고 모양 그대로 왔어요! ㅎㅎ 음료에 돔 뚜껑 씌워줬으면 더 좋았을듯!",안녕하세요 고객님! #@상호명# #@상호명# 입니다~~ 저희 도넛은 항상 분리해서 보내고있는데 캔을 하나 빼달라#@위치# 너무 죄송합니다ᅲ 앞으로 좀 더 신경쓰겠습니다~!,0,1
99,커피향이 좋아요! 가성비 갑입니다 추천 꾸욱---!,안녕하세요 고객님 ~~~^^ 소중한 주문과 별점 감사합니다^^ #@상호명# 카페입니다 ♥ 소중한 주문과 리뷰도 남겨주시고.. 너무나 힘이 나요... 항상 만족하실 수 있도록 최선을 다하는 카페가 되겠습니다!!! 많은 이용 부탁드릴게요~~^^,1,1
,,,,
